Schoolid,School_Name,medium,Latitude,Longitude,shift,low_class,High_class,Z_ID,Zone_Name,D_ID,District_name,SchManagement,SchCategory,typeOfSchool
1514005,"Tilak Nagar, No.1-SBV",Hindi,28.64099155,77.09009617,General,Nursery,12,1514,Zone-14,15,West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1514006,"Tilak Nagar, No.2-SBV",Hindi,28.64189401,77.09123233,General,Nursery,12,1514,Zone-14,15,West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1514008,"Janakpuri, Block B, No.2-SBV (Shaheed Capt. Anuj Nayyar)",Hindi,28.626075,77.092872,General,Nursery,12,1514,Zone-14,15,West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1514011,"Chand Nagar, No.1-SKV",Hindi,28.64575362,77.09827411,Morning,Nursery,12,1514,Zone-14,15,West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1514012,"Khyala, No.1-GGSSS",Hindi,28.64941517,77.09796191,Morning,6,12,1514,Zone-14,15,West A,Government,Senior Secondary Schools,Boys
1514013,"Khyala, No.2-SKV",Hindi,28.65614308,77.10397915,Morning,Nursery,12,1514,Zone-14,15,West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1514014,"Tilak Nagar, No.1-GGSSS",Hindi,28.63957714,77.09335908,General,6,12,1514,Zone-14,15,West A,Government,Senior Secondary Schools,Co-ed
1514016,"Tilak Nagar, No.3-SKV",Hindi,28.6395446,77.09333246,General,Nursery,12,1514,Zone-14,15,West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1514017,"Vikas Puri, Distt. Centre-SKV",Hindi,28.63305149,77.08275269,General,Nursery,12,1514,Zone-14,15,West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1514018,Ashok Nagar-GGSSS,Hindi,28.63246749,77.10435645,General,6,12,1514,Zone-14,15,West A,Government,Senior Secondary Schools,Boys
1514019,"Janakpuri, Block B SKV",Hindi,28.62475592,77.09371313,General,Nursery,12,1514,Zone-14,15,West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1514021,"Hari Nagar, Clock Tower- SKV",Hindi,28.62231073,77.1118275,General,Nursery,12,1514,Zone-14,15,West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1514022,"Hari Nagar, Block-L  S(Co-ed)V",Hindi,28.62875877,77.10646634,General,Nursery,12,1514,Zone-14,15,West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1514023,"Hari Nagar, Block BE-RPVV",Hindi,28.62674934,77.11865006,General,6,12,1514,Zone-14,15,West A,Government,Partibha Vikas Vidhyalya,Boys
1514045,"Jail Road, Fateh Nagar-Sukho Khalsa Sr. Sec. School",Hindi,28.63378444,77.09636505,Morning,6,12,1514,Zone-14,15,West A,Aided,Senior Secondary Schools,Girls
1514110,Chand Nagar-SBV,Hindi,28.64487975,77.09884733,General,Nursery,12,1514,Zone-14,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1514112,"Hari Nagar,Clock Tower,Site-2-GBSSS",Hindi,28.62534686,77.11051611,General,6,12,1514,Zone-14,15,West A,Government,Senior Secondary Schools,Girls
1514116,"SOSE, Block BE, Hari Nagar",Hindi,28.62674934,77.11865006,General,9,12,1514,Zone-14,15,West A,Government,School of Specialized Excellence(SOSE),Boys
1515001,Jaidev Park-SV,Hindi,28.669981,77.150268,General,Nursery,12,1515,Zone-15,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1515002,Ashok Nagar-SBV,Hindi,28.63951977,77.10841281,General,Nursery,12,1515,Zone-15,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1515003,Subhash Nagar-SBV,Hindi,28.63443184,77.11501828,General,Nursery,12,1515,Zone-15,15,West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1515004,East Punjabi Bagh-SV,Hindi,28.66837759,77.14621519,General,Nursery,12,1515,Zone-15,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1515005,Rajouri Garden Main-GBSSS,Hindi,28.64205039,77.1205466,Evening,6,12,1515,Zone-15,15,West A,Government,Senior Secondary Schools,Co-ed
1515006,Rajouri Garden Extn.-GBSSS,Hindi,28.64420126,77.11544673,General,6,12,1515,Zone-15,15,West A,Government,Senior Secondary Schools,Co-ed
1515019,"Raghubir Nagar, J.J. Colony- G(Co-ed)SSS",Hindi,28.64684,77.108193,General,6,12,1515,Zone-15,15,West A,Government,Senior Secondary Schools,Girls
1515010,"Punjabi Bagh, No.1-GBSSS",Hindi,28.66719749,77.13082147,General,6,12,1515,Zone-15,15,West A,Government,Senior Secondary Schools,Girls
1515017,"Raghubir Nagar, J.J. Colony-GBSS",Hindi,28.65692084,77.11309376,Evening,6,10,1515,Zone-15,15,West A,Government,Secondary Schools,Girls
1515007,"Madipur, No.1-SBV",Hindi,28.66796171,77.11387702,Evening,Nursery,12,1515,Zone-15,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1515021,Rajouri Garden Extn.-SKV,Hindi,28.64496462,77.11670693,Morning,Nursery,12,1515,Zone-15,15,West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1515023,"Punjabi Bagh, No.2-SKV",Hindi,28.66965264,77.13116051,General,Nursery,12,1515,Zone-15,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1515018,"Rajouri Garden Extn., GBSSS",Hindi,28.64418897,77.11545397,General,6,12,1515,Zone-15,15,West A,Government,Senior Secondary Schools,Co-ed
1515022,Rajouri Garden Main-SKV,Hindi,28.64488869,77.11651997,Morning,Nursery,12,1515,Zone-15,15,West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1515024,"Madipur, No.2-SKV",Hindi,28.66894595,77.11312524,General,Nursery,12,1515,Zone-15,15,West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1515025,"Tagore Garden, No.2-SKV",Hindi,28.64599811,77.10929021,General,Nursery,12,1515,Zone-15,15,West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1515026,"Tagore Garden, No.1-GGSSS",Hindi,28.64604236,77.10925416,General,6,12,1515,Zone-15,15,West A,Government,Senior Secondary Schools,Co-ed
1515028,"Madipur, No.1-GGSSS",Hindi,28.66784377,77.1138465,Morning,6,12,1515,Zone-15,15,West A,Government,Senior Secondary Schools,Co-ed
1515029,"Subhash Nagar, No.1-GGSSS",Hindi,28.63585384,77.11348052,General,6,12,1515,Zone-15,15,West A,Government,Senior Secondary Schools,Boys
1515030,"Raghubir Nagar, J.J. Colony-GGSSS",Hindi,28.65683905,77.11317426,Morning,6,12,1515,Zone-15,15,West A,Government,Senior Secondary Schools,Boys
1515081,Subhash Nagar-Kalgidhar Khalsa Sr. Sec. School,English,28.6361005,77.12244757,Morning,6,12,1515,Zone-15,15,West A,Aided,Senior Secondary Schools,Boys
1515082,Punjabi Bagh-Swami Shiva Nand Memo Sr. Sec. School,English,28.66801303,77.14512334,Morning,6,10,1515,Zone-15,15,West A,Aided,Secondary Schools,Boys
1515083,Raghubir Nagar-Sri Hanuman Sanskri Mahavidyalaya,English,28.65242943,77.10212073,Morning,6,12,1515,Zone-15,15,West A,Aided,Senior Secondary Schools,Boys
1515139,Tagore Garden-GBSSS,English,28.6459262,77.1107486,General,6,12,1515,Zone-15,15,West A,Government,Senior Secondary Schools,Boys
1516002,Ramesh Nagar-SBV,English,28.6466643,77.12718923,General,Nursery,12,1516,Zone-16,15,West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1516003,Mansarovar Garden-SV,English,28.64308244,77.13163484,General,Nursery,12,1516,Zone-16,15,West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1516010,Moti Nagar SBV,English,28.6614484,77.13885455,General,Nursery,12,1516,Zone-16,15,West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1516011,Shadi Khampur-GBSSS,English,28.64454231,77.1608469,General,6,12,1516,Zone-16,15,West A,Government,Senior Secondary Schools,Co-ed
1516013,Prem Nagar-GBSSS,English,28.6617736,77.16273952,Evening,6,12,1516,Zone-16,15,West A,Government,Senior Secondary Schools,Boys
1516017,Saraswati Garden-G(Co-ed)SS,English,28.65070395,77.13554299,General,6,10,1516,Zone-16,15,West A,Government,Secondary Schools,Girls
1516018,Moti Nagar  SKV,English,28.66111371,77.13790045,General,Nursery,12,1516,Zone-16,15,West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1516019,Basai Darapur-SKV,English,28.6537521,77.13245486,General,Nursery,12,1516,Zone-16,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1516021,Ranjit Nagar-SKV,English,28.64967536,77.15481078,General,Nursery,12,1516,Zone-16,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1516022,Shadi Khampur-SKV,English,28.64427956,77.16205581,General,Nursery,12,1516,Zone-16,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1516025,Kirti Nagar-GGSSS,English,28.65344724,77.1420532,General,6,12,1516,Zone-16,15,West A,Government,Senior Secondary Schools,Girls
1516027,Ramesh Nagar-SKV,English,28.6498128,77.1288145,General,Nursery,12,1516,Zone-16,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1516030,Prem Nagar-GGSSS,English,28.66204192,77.16276811,Morning,6,12,1516,Zone-16,15,West A,Government,Senior Secondary Schools,Girls
1516068,"Karampura, Industrial Area-G(Co-ed)SSS",English,28.66405179,77.14558915,General,6,12,1516,Zone-16,15,West A,Government,Senior Secondary Schools,Girls
1516073,Anand Parbat-Ramjas No. -2 Sr. Sec. School,English,28.65719505,77.17535362,Morning,6,12,1516,Zone-16,15,West A,Aided,Senior Secondary Schools,Co-ed
1516074,Moti Nagar-Bhai Biba Singh Khalsa Sr. Sec. School,English,28.6604639,77.13989957,Morning,Nursery,12,1516,Zone-16,15,West A,Aided,Sarvodaya Sr. Secondary Schools,Girls
1516075,Shivaji Marg-S. B. Mills Sr. Sec. School,English,28.66493394,77.14874038,Morning,6,12,1516,Zone-16,15,West A,Aided,Senior Secondary Schools,Boys
1516076,Kirti Nagar-S. D. Gujrati Sec. School,English,28.64869172,77.14172112,Morning,6,10,1516,Zone-16,15,West A,Aided,Secondary Schools,Girls
1516077,East Patel Nagar-P. G. Dav Sr. Sec. School,English,28.64761588,77.16833121,Morning,6,12,1516,Zone-16,15,West A,Aided,Senior Secondary Schools,Co-ed
1516078,East Patel Nagar-Bhai Joga Singh Khalsa Girls Sr. Sec. School,English,28.64827449,77.17106995,Morning,Nursery,12,1516,Zone-16,15,West A,Aided,Sarvodaya Sr. Secondary Schools,Boys
1516079,East Patel Nagar-S.D. Girls Sr. Sec. School,English,28.64754233,77.17013051,Morning,6,12,1516,Zone-16,15,West A,Aided,Senior Secondary Schools,Girls
1516080,Ranjit Nagar-Maharaja Ranjit Singh Middle School,English,28.64438936,77.1679868,Morning,Nursery,8,1516,Zone-16,15,West A,Aided,Sarvodaya Middle Schools,Boys
1516081,Shadipur-Shri Guru Arjan Dev Sec. School,English,28.64740746,77.16220349,Morning,6,10,1516,Zone-16,15,West A,Aided,Secondary Schools,Boys
1516082,Ramesh Nagar-Shri Moti Nath Sanskrit Vidyalaya,English,28.65191107,77.13087857,Evening,6,12,1516,Zone-16,15,West A,Aided,Senior Secondary Schools,Co-ed
1516104,"Karampura, Block H- G(Co-ed) Sarvodaya Vidyalaya",English,28.6663709,77.14085638,General,Nursery,12,1516,Zone-16,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1516140,West Patel Nagar-GBSSS,English,28.65424147,77.16527966,General,6,12,1516,Zone-16,15,West A,Government,Senior Secondary Schools,Boys
1516141,West Patel Nagar-GGSSS,English,28.65288298,77.16454112,General,6,12,1516,Zone-16,15,West A,Government,Senior Secondary Schools,Boys
1516142,West Patel Nagar-SKV,English,28.65213934,77.16549248,General,Nursery,12,1516,Zone-16,15,West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1516143,West Patel Nagar-SBV,English,28.6537421,77.16636591,General,Nursery,12,1516,Zone-16,15,West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1617001,Tikri Kalan- GBSSS,English,28.68621722,76.96313363,General,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Co-ed
1617002,Nangloi-SBV,English,28.68413417,77.06744004,Evening,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1617003,"Paschim Vihar, A 2-SV(Co-ed)",English,28.67231599,77.10093303,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Girls
1617004,"Nangloi, Kavita Colony-G(Co-ed)SSS",English,28.68527871,77.06617289,Morning,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Boys
1617005,Ranhaula-SKV,English,28.66438922,77.04383509,Morning,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Girls
1617006,Hiran Kudna-SV(Co-ed),English,28.67169007,76.99406832,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1617007,New Multan Nagar-SV(Co-ed),English,28.68004172,77.10959389,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Girls
1617008,"Paschim Vihar, B 4-SV(Co-ed)",English,28.66668831,77.10438293,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1617009,"Paschim Vihar, A 6-RPVV",English,28.67533222,77.10722759,General,6,12,1617,Zone-17,16,West B,Government,Partibha Vikas Vidhyalya,Girls
1617010,Nangloi-SKV,English,28.68412427,77.06729081,Morning,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1617011,"Paschim Vihar, B 3-SKV",English,28.66577682,77.10336025,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1617012,Tikri Kalan-SKV,English,28.6865365,76.96364317,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1617013,"Nangloi, Sultanpuri Road-SKV",English,28.68475318,77.06890066,Morning,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1617014,Mundka Village-SKV,English,28.68348806,77.02720857,Morning,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1617015,"Amalwas, Jawalapuri-GBSSS",English,28.67806723,77.07864175,General,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Co-ed
1617017,"Nangloi, Sultanpuri Road-GBSSS",English,28.68460985,77.06890597,General,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Co-ed
1617018,Mundka Village-GBSSS,English,28.68296659,77.02676716,Evening,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Co-ed
1617019,Ambika Vihar-GBSSS,English,28.66405506,77.081809,Evening,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Co-ed
1617021,Nangloi-GGSSS,English,28.68474347,77.06646811,General,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Co-ed
1617024,"Nangloi, Phase II-GBSSS",English,28.68527871,77.06617289,Evening,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Co-ed
1617025,"Nangloi, Phase I-GBSSS",English,28.68421501,77.0683688,Evening,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Co-ed
1617026,Nilothi-SKV,English,28.64582074,77.05983006,Morning,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1617027,Punjabi Basti-G(Co-ed)SSS,English,28.68437718,77.06838011,Morning,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Boys
1617028,Peera Garhi Village- SKV,English,28.6743765,77.08713575,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1617029,Sarvodaya Co-ed Vidyalaya,English,28.65455127,77.01812445,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1617030,Baprola-GGSSS,English,28.6396911,77.00848629,General,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Boys
1617032,"Paschim Vihar, A 6-G(Co-ed)SSS",English,28.67521197,77.10628863,General,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Boys
1617033,Ambika Vihar-GGSSS,English,28.66391499,77.08169833,Morning,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Girls
1617035,"Nangloi, J.J. Colony-GGSSS",English,28.68323886,77.05673984,Morning,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Girls
1617036,"Amalwas, Jawalapuri-SKV",English,28.67625083,77.07847113,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Girls
1617037,"Nangloi, J.J. Colony-GBSSS",English,28.68323886,77.05673984,Evening,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Co-ed
1617072,Paschim Vihar -Sh. Mahavir Vidyapeeth School,English,28.67479929,77.10494227,Evening,6,12,1617,Zone-17,16,West B,Aided,Senior Secondary Schools,Girls
1617137,"Paschim Vihar, B 3-G(Co-ed)SSS",English,28.66672116,77.10307177,General,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Girls
1617211,Baprola Vihar- GGSS,English,28.63220536,77.01603665,Morning,6,10,1617,Zone-17,16,West B,Government,Secondary Schools,Girls
1617214,"Sarvodaya (Co-ed) Vidyalaya, Kunwar Singh Nagar, New Delhi",English,28.66445303,77.04397276,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Girls
1617219,Nilothi-SBV,Panjabi,28.64599268,77.05982693,Evening,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Girls
1617222,"Govt. Sarvodaya Kanya Vidyalaya, Shiv Ram Park, Nangloi",Panjabi,28.6618548,77.0563107,Morning,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1617223,"Nihal Vihar, Nangloi- Govt. Sarvodaya Co-ed Vidyalaya",Panjabi,28.654062,77.0732679,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1617227,Ranhaula- SBV,Panjabi,28.663837,77.04563,General,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1617254,Peera Garhi Village- SBV,Panjabi,28.6743765,77.08713575,Morning,Nursery,12,1617,Zone-17,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1617255,"Baprola, Rajiv Ratan Awas- G(Co-ed)SSS",Panjabi,28.64338372,77.02097349,General,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Boys
1617258,Baprola- GBSSS,Panjabi,28.640327,77.013345,General,6,12,1617,Zone-17,16,West B,Government,Senior Secondary Schools,Girls
1617261,"SOSE, A-6, Paschim Vihar",Panjabi,28.67533222,77.10722759,General,9,12,1617,Zone-17,16,West B,Government,School of Specialized Excellence(SOSE),Boys
1618001,Matiala-SBV,Panjabi,28.61334503,77.04623422,Evening,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1618002,"Vikas Puri,Block A-SBV",Panjabi,28.63066716,77.06665811,General,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Girls
1618003,"Janakpuri, Possangipur B1-SV(Co-ed)",Panjabi,28.62796739,77.08492733,General,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1618004,"Uttam Nagar, No.2-GBSSS",Panjabi,28.62671545,77.06366739,General,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Girls
1618005,"Janakpuri, Block C, No.2-SBV",Panjabi,28.62141807,77.09218654,Evening,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1618006,"Janakpuri, Block C, No.1-GBSSS",Panjabi,28.615325,77.090484,Evening,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Girls
1618008,Uttam Nagar-SBV,Panjabi,28.62372,77.063459,Evening,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1618009,Kakrola-SV,Panjabi,28.61190284,77.02375386,General,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Girls
1618010,"Vikas Puri, Block G-GBSSS",Panjabi,28.64134212,77.0780652,Evening,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Boys
1618015,"Vikas Puri, KG-I/II-GBSSS",Panjabi,28.63613747,77.07701267,General,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Co-ed
1618016,"Vikas Puri, Block- F-G(Co-ed)SSS",Panjabi,28.64037633,77.06925075,General,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Boys
1618017,"Janakpuri -SKV No.1,C-Block",Panjabi,28.62172343,77.09374702,Morning,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1618018,"Janakpuri, Block A-SKV",Panjabi,28.623145,77.076076,General,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1618019,"Vikas Puri, Block G-SKV",Panjabi,28.64136348,77.0776939,Morning,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Girls
1618020,Kakrola-GGSSS,Panjabi,28.61191574,77.02375329,General,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Boys
1618021,"Uttam Nagar, No.2-GGSSS",Panjabi,28.62685801,77.06313288,General,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Co-ed
1618022,"Janakpuri C-Block,SKV No.2",Panjabi,28.6157,77.0909,Morning,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1618057,Uttam Nagar-SKV,Panjabi,28.62735807,77.06365153,Morning,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1618058,Hastsal-GBSSS,Panjabi,28.63767169,77.0575855,Evening,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Co-ed
1618059,Bindapur-GBSSS,Panjabi,28.61007271,77.06852621,Evening,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Co-ed
1618060,Bindapur-GGSSS,Panjabi,28.6098459,77.06823915,Morning,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Boys
1618061,HASTSAL-SKV,Panjabi,28.63650616,77.05784351,Morning,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1618062,"Vikas Puri, Block A-SKV",Panjabi,28.62991378,77.06730328,General,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1618063,Mohan Garden-SKV,Panjabi,28.63042,77.032269,Morning,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1618064,"Janakpuri, Block A, No.2-GGSSS",Panjabi,28.62594365,77.07351417,Morning,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Boys
1618065,"Janakpuri, Block A-GBSSS",Panjabi,28.62589174,77.07359094,Evening,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Girls
1618067,Vikas Nagar-G(Co-ed)SS,Panjabi,28.64468,77.04392,General,6,10,1618,Zone-18,16,West B,Government,Secondary Schools,Girls
1618070,Matiala-SKV,Panjabi,28.61307921,77.04636894,Morning,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Girls
1618072,Mohan Garden-GBSSS No.1,Panjabi,28.630191,77.032363,Evening,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Girls
1618079,"Janakpuri, Block-B-D. T. E. A. Sr. Sec. School",Panjabi,28.62654658,77.08644805,Morning,Nursery,12,1618,Zone-18,16,West B,Aided,Sarvodaya Sr. Secondary Schools,Girls
1618080,"Janakpuri, B-3-Andhra Education Society Sr. Sec. School",Panjabi,28.62708576,77.0910089,Morning,6,12,1618,Zone-18,16,West B,Aided,Senior Secondary Schools,Girls
1618081,"Vikaspuri, Block-M-Kerala Sr. Sec. School",Panjabi,28.63308029,77.07713212,Morning,6,12,1618,Zone-18,16,West B,Aided,Senior Secondary Schools,Girls
1618082,"Vikaspuri, Krishi  Apartment-Adarsh Sec. School",Panjabi,28.6367054,77.06364451,Morning,6,10,1618,Zone-18,16,West B,Aided,Secondary Schools,Girls
1618083,Vikas Puri-Rashtrya Virja Nand Andh Kanya Vidyalya,Panjabi,28.64256151,77.08145795,Morning,6,12,1618,Zone-18,16,West B,Aided,Senior Secondary Schools,Girls
1618191,Bindapur-G(co-ed)SSS,Panjabi,28.60999454,77.06957095,Morning,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Co-ed
1618192,Rajapur Khurd-G(Co-ed)SS,Panjabi,28.6300326,77.03287377,General,6,10,1618,Zone-18,16,West B,Government,Secondary Schools,Co-ed
1618193,Shiv Vihar- GGSSS,Panjabi,28.64489617,77.05537429,Morning,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Boys
1618264,Mohan Garden-GGSSS,Panjabi,28.62972,77.03334,Morning,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Boys
1618267,Shiv Vihar-GBSSS,Panjabi,28.6452342,77.05526107,Evening,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Co-ed
1618269,"Binda Pur,Pocket-III-G(Co-ed)SS",Panjabi,28.60896766,77.06721649,General,6,10,1618,Zone-18,16,West B,Government,Secondary Schools,Co-ed
1618270,"BindaPur,Pocket-IV-G(Co-ed)SS",Panjabi,28.61134451,77.06997407,General,6,10,1618,Zone-18,16,West B,Government,Secondary Schools,Boys
1618277,Mohan Garden-GBSSS No.2,Panjabi,28.62972,77.03334,Evening,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Boys
1618278,HASTSAL- GGSSS,Panjabi,28.63645997,77.05770303,Morning,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Co-ed
1618281,"Hastsal, Janta Flats- SBV",Panjabi,28.637889,77.05653,Evening,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1618312,"Janakpuri, DESU Colony -Govt. SV",Panjabi,28.611136,77.0977549,General,Nursery,12,1618,Zone-18,16,West B,Government,Sarvodaya Sr. Secondary Schools,Boys
1618314,"Bindapur, No.2- GBSSS",Panjabi,28.60999454,77.06957095,Evening,6,12,1618,Zone-18,16,West B,Government,Senior Secondary Schools,Boys
1618316,Vipin Garden- Govt. Co-ed SS,Panjabi,28.620891,77.025334,General,6,10,1618,Zone-18,16,West B,Government,Secondary Schools,Boys
1618320,Ambedkar School of Speicalised Excellance (ASOSE),Panjabi,28.611136,77.0977549,Morning,9,12,1618,Zone-18,16,West B,Government,School of Specialized Excellence(SOSE),Boys
1719001,"R.K. Puram, Sector 12-SV (Jose Marti)",Panjabi,28.57216881,77.17813036,General,Nursery,12,1719,Zone-19,17,South West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1719005,"Sarojini Nagar, No.3-GBSSS",Panjabi,28.57283651,77.1957938,General,6,12,1719,Zone-19,17,South West A,Government,Senior Secondary Schools,Co-ed
1719002,"Sarojini Nagar, No.1-SBV (Ganesh Shankar Vidyarthi)",English,28.5743351,77.19628237,General,Nursery,12,1719,Zone-19,17,South West A,Government,Sarvodaya Sr. Secondary Schools,Girls
