Schoolid,School_Name,medium,Latitude,Longitude,shift,low_class,High_class,Z_ID,Zone_Name,D_ID,District_name,SchManagement,SchCategory,typeOfSchool
1002020,Kalyanpuri -GBSSS,Urdu,28.61405624,77.31906206,Evening,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Boys
1002022,Kalyanpuri-SKV (Mother Teresa),Urdu,28.61419536,77.31912454,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1002023,Mandawali-SKV No. 2,Urdu,28.63096971,77.29777861,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1002024,"Trilokpuri, Block 27-SKV",Urdu,28.60614757,77.30558813,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1002025,"Trilokpuri, Block 20-SKV (Sharda Sen)",Urdu,28.60477816,77.30644554,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Girls
1002026,Kondli-SKV (Jeeja Bai),Urdu,28.61349559,77.32271686,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1002027,Dallupura-SKV,Urdu,28.60834295,77.32069012,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Girls
1002028,East Vinod Nagar-SKV (Ravindra Thakur),Urdu,28.620469,77.305884,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1002029,"Mayur Vihar, Phase II, Pkt.B-SKV (Annie Besant)",Urdu,28.61775328,77.30333063,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1002031,Patparganj-SKV,Urdu,28.61390391,77.29128829,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002032,West Vinod Nagar-SKV,Urdu,28.62147524,77.29697454,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1002033,KalyanVas-SKV,Urdu,28.61991814,77.30922876,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Girls
1002034,"Mayur Vihar, Phase I, Pkt.II-SKV (Janaki Devi) from Nursery to XII",Urdu,28.60973482,77.30212191,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Girls
1002036,"Mayur Vihar, Phase I, Pkt.IV-SKV",Urdu,28.60279122,77.29456431,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002037,Khichripur-GGSSS,Urdu,28.61803404,77.31468874,Morning,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Co-ed
1002039,Kalyanpuri-GGSSS,Urdu,28.61392864,77.31882586,Morning,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Co-ed
1002175,"Trilokpuri, Block 27-GGSSS",Urdu,28.60666802,77.30513146,Morning,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Co-ed
1002177,"Trilokpuri, Block 27-SBV",Urdu,28.60657674,77.30535893,Evening,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1002180,"West Vinod Nagar, Block E-G(Co-ed)SSS",Urdu,28.62261682,77.29257104,General,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Girls
1002181,"Mandawali-SBV, No. 3",Urdu,28.63072449,77.29508196,Evening,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002182,"Mayur Vihar, Phase I, Chilla Gaon-G(Co-ed)SSS",Urdu,28.59809098,77.29613096,General,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Boys
1002183,New Ashok Nagar-SKV,Urdu,28.58896416,77.30549811,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Girls
1002184,Gazipur-SKV,Urdu,28.63622948,77.31861841,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1002185,Vasundhra Enclave-GGSSS,Urdu,28.600517,77.320854,Morning,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Co-ed
1002186,New Kondli-GGSSS,Urdu,28.60371777,77.33388093,Morning,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Boys
1002187,New Ashok Nagar-GBSSS,Urdu,28.58897873,77.30556178,Evening,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Boys
1002189,"Patparganj, I.P. Extn- Sarvodaya (Co-ed) SSS",Urdu,28.63130126,77.31316224,General,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1002190,"Mandawali , No.3 - SKV",Urdu,28.62877177,77.29523586,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002192,"Shakarpur, No.1-SBV",Urdu,28.63394148,77.28446037,Evening,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Girls
1002197,"Trilokpuri, Block 27-GBSSS",Urdu,28.60713763,77.30487306,Evening,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Co-ed
1002199,"Mayur Vihar, Phase III GGSS",Urdu,28.60892647,77.32920511,Morning,6,10,1002,Zone-02,10,East,Government,Secondary Schools,
1002263,"Mayur Vihar, Phase III, Kondli-Gharauli-GBSSS-1002263",Urdu,28.600421,77.31961,Evening,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Co-ed
1002349,KERALA EDUCATION SOCIETY SENIOR SEC.SCHOOL,Urdu,28.61531182,77.34039186,Morning,6,12,1002,Zone-02,10,East,Aided,Senior Secondary Schools,Co-ed
1002350,"Khichripur Village, Govt.(Co-ed)SS",Urdu,28.62073776,77.31325429,General,6,10,1002,Zone-02,10,East,Government,Secondary Schools,Co-ed
1002351,"Preet Vihar, Govt. Co-Ed Senior Secondary School",Urdu,28.63603368,77.29528039,General,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Co-ed
1002352,"Mayur Vihar, Phase III, Kondli Gharauli-GGSSS  -1002352",Urdu,28.600421,77.31961,Morning,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Boys
1002354,"Mayur Vihar, Phase III GBSS",Urdu,28.6088946,77.32922631,Evening,6,10,1002,Zone-02,10,East,Government,Secondary Schools,Boys
1002195,"Shakarpur, School Block-SBV",Urdu,28.6249142,77.2777233,Evening,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002193,"Shakarpur, No.2-SKV",Urdu,28.63390924,77.2854446,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002191,"Shakarpur, School Block-GGSSS",Urdu,28.624868,77.277781,Morning,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Boys
1002360,"Khichari Pur Village ,J.J Colony - SKV",Urdu,28.61799124,77.31485748,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1002362,Vasundhra Enclave-GBSSS,Urdu,28.600517,77.320854,Evening,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Girls
1002363,Gazipur-GBSSS,English,28.63626107,77.31859219,Evening,6,12,1002,Zone-02,10,East,Government,Senior Secondary Schools,Girls
1002367,"Mandawali, No.2 - SBV",English,28.63099735,77.29769849,Evening,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002368,"Mandawali, No.1- SKV",English,28.6305028,77.29796647,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002196,"Shakarpur, No.1-SKV",English,28.63369026,77.28419638,Morning,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002198,Kondli-SBV,English,28.6133419,77.32281681,Evening,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002369,"Khichripur Village, J.J.Colony- SBV",English,28.62446,77.315073,Evening,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002399,I.P.Extension-RPVV,English,28.6314237,77.3116654,General,6,12,1002,Zone-02,10,East,Government,Partibha Vikas Vidhyalya,Co-ed
1002400,khichripur School of Excellence,English,28.622913,77.31498,General,Nursery,12,1002,Zone-02,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1002401,"SOSE, Khichripur",English,28.622913,77.31498,General,9,12,1002,Zone-02,10,East,Government,School of Specialized Excellence(SOSE),Co-ed
1002402,"SOSE, I.P Extension",English,28.6314237,77.3116654,General,9,12,1002,Zone-02,10,East,Government,School of Specialized Excellence(SOSE),Girls
1002403,Govt. Girls Secondary School (GGSS),English,28.630046,77.301688,General,6,10,1002,Zone-02,10,East,Government,Secondary Schools,Co-ed
1002404,Government Primary Special School (Co-ed) for Children with Intellectual Disability,English,,,General,Nursery,5,1002,Zone-02,10,East,Government,Primary,Co-ed
1002405,Government Primary Special School (Co-ed) for the Hearing Impaired,English,,,General,Nursery,5,1002,Zone-02,10,East,Government,Primary,Co-ed
1003001,Laxmi Nagar-SBV,English,28.6387859,77.28356984,Evening,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003002,Rani Garden-SBV,English,28.64824448,77.27336156,Evening,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003003,"Jheel Khurenja, No.1-SBV",English,28.65524893,77.2661863,General,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003004,Kailash Nagar-SBV,English,28.66333583,77.25935457,Evening,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003007,Chander Nagar-GBSSS,English,28.65683983,77.28216449,Morning,6,12,1003,Zone-03,10,East,Government,Senior Secondary Schools,Co-ed
1003009,"Geeta Colony, Block 13-GBSSS",English,28.64742439,77.27638791,Evening,6,12,1003,Zone-03,10,East,Government,Senior Secondary Schools,Co-ed
1003012,Gandhi Nagar-SBV,English,28.65440808,77.26822792,General,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003013,Krishna Nagar-SBV,English,28.65943944,77.28252362,Evening,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003024,"Geeta Colony, Block 13-SKV",English,28.64712423,77.27640224,Morning,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003025,Chander Nagar-SKV,English,28.65341115,77.28123649,General,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003026,Shankar Nagar-SKV,English,28.65843562,77.27075952,General,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003027,"Gandhi Nagar, No.1-SKV",English,28.65869987,77.26945738,General,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003028,Laxmi Nagar-SKV,English,28.63887757,77.28356676,Morning,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1003030,Rani Garden-Sarvodaya Kanya Vidyalaya,English,28.64816603,77.27258465,Morning,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003033,Kailash Nagar-GGSSS,English,28.66324482,77.25958163,Morning,6,12,1003,Zone-03,10,East,Government,Senior Secondary Schools,Boys
1003034,"Gandhi Nagar, No.2-GGSSS",English,28.65761311,77.26835661,General,6,12,1003,Zone-03,10,East,Government,Senior Secondary Schools,Boys
1003035,"Gandhi  Nagar, SKV",English,28.65824974,77.26919786,General,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Girls
1003036,Krishna  Nagar-SKV,English,28.6591838,77.28261778,Morning,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Girls
1003152,Radhey Shyam Park-SBV,English,28.6458238,77.28372823,Evening,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Boys
1003153,Radhey Shyam Park- SKV,English,28.64603191,77.28349151,Morning,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Girls
1003196,Khurenji Khas-Alok Bharti Sec. School,English,28.64360913,77.27936159,Morning,6,10,1003,Zone-03,10,East,Aided,Secondary Schools,Co-ed
1003197,Gandhi Nagar-Dav No.1 Sr. Sec. School,English,28.66541338,77.26435831,Morning,6,12,1003,Zone-03,10,East,Aided,Senior Secondary Schools,Co-ed
1003198,Gandhi Nagar-Guru Nanak Girsl Sr. Sec. School,English,28.66449269,77.26141713,Morning,6,12,1003,Zone-03,10,East,Aided,Senior Secondary Schools,Co-ed
1003200,Geeta Colony-Goswami Ganesh Dutt Middle school,English,28.65668478,77.27187844,Morning,6,8,1003,Zone-03,10,East,Aided,Middle Schools,Co-ed
1003199,"Jagatpuri, Block-B-Mahamana Middle School",English,28.6479253,77.29177756,Morning,6,8,1003,Zone-03,10,East,Aided,Middle Schools,Co-ed
1003202,"Geeta Colony, Block 2-G(Co-ed)SS",English,28.6545211,77.27267993,Morning,6,10,1003,Zone-03,10,East,Government,Secondary Schools,Co-ed
1003201,"Kailash Nagar, Gli No. 2-Jain Kanya Middle School",English,28.66635273,77.2573191,Morning,6,8,1003,Zone-03,10,East,Aided,Middle Schools,Girls
1003204,Old Seelampur-SKV,Hindi,28.66837897,77.26769888,Morning,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1003205,Shivpuri-G(Co-ed)SSS,Hindi,28.65075171,77.278804,General,6,12,1003,Zone-03,10,East,Government,Senior Secondary Schools,Boys
1003260,Lalita Park-GGSSS,Hindi,28.63686874,77.27140651,Morning,6,12,1003,Zone-03,10,East,Government,Senior Secondary Schools,Co-ed
1003261,Gandhi Nagar-RPVV,Hindi,28.65796635,77.27184628,General,6,12,1003,Zone-03,10,East,Government,Partibha Vikas Vidhyalya,Boys
1003264,Lalita Park-GBSSS,Hindi,28.63694332,77.27140081,Evening,6,12,1003,Zone-03,10,East,Government,Senior Secondary Schools,
1003265,Old Seelampur -SBV,Hindi,28.668149,77.267531,Evening,Nursery,12,1003,Zone-03,10,East,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1104004,Gokalpur Village-GBSSS,Hindi,28.70234783,77.2866141,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Co-ed
1104006,"Ghonda, No.1-GBSSS",Hindi,28.69313205,77.26966067,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104005,Gokalpuri-GBSSS,Hindi,28.7037034,77.28476025,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Co-ed
1104002,Khajoori Khas-SBV,Hindi,28.71019039,77.25752471,Evening,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Boys
1104003,"Yamuna Vihar, Block B, No.2-SBV",Hindi,28.69970293,77.27024285,Evening,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Boys
1003267,"SOSE, Gandhi Nagar",Hindi,28.65796635,77.27184628,General,9,12,1003,Zone-03,10,East,Government,School of Specialized Excellence(SOSE),Co-ed
1104001,"Yamuna Vihar, Block B, No.1-SBV",Hindi,28.70160939,77.27009803,Evening,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Girls
1104008,"Yamuna Vihar, Block C, No.2-GBSSS",Hindi,28.70037397,77.2768138,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104007,"Ghonda, No.2-GBSSS",Hindi,28.69338638,77.27002904,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Co-ed
1104009,"Yamuna Vihar, Block C, No.1-SBV",Hindi,28.69887233,77.27600221,Evening,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1104010,Dayalpur-GBSSS,Hindi,28.71729168,77.26388624,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104011,Sabhapur-GGSSS,Hindi,28.74786787,77.25699393,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Co-ed
1104012,Bhajanpura-G(Co-ed)SSS (RDJK),Hindi,28.69836152,77.26035052,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104014,Mustufabad-GBSS,Hindi,28.69954258,77.27588404,Evening,6,10,1104,Zone-04,11,North East-I,Government,Secondary Schools,Co-ed
1104015,Khajoori Khas-GBSSS,Hindi,28.71095384,77.25804352,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,
1104017,Joharipur- GGMS,Hindi,28.71390692,77.28474504,Morning,6,8,1104,Zone-04,11,North East-I,Government,Middle Schools,Boys
1104018,"Yamuna Vihar, Block C, No.1-SKV",Hindi,28.69870207,77.27646363,Morning,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1104019,"Ghonda, No.2-SKV",Hindi,28.69364003,77.26993175,Morning,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Boys
1104020,Gokalpuri-SKV,Hindi,28.70338474,77.28475668,Morning,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Boys
1104021,Gokalpur Village-SKV,Hindi,28.70241373,77.28730741,Morning,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1104022,Khajoori Khas-SKV,Hindi,28.70999607,77.25776651,Morning,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Boys
1104023,"Yamuna Vihar, Block B, No.1-GGSSS",Hindi,28.69907818,77.27090305,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Boys
1104024,"Yamuna Vihar, Block C, No.2-SKV",Hindi,28.69970479,77.27682924,Morning,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1104025,"Ghonda, No.1-GGSSS",Hindi,28.69297196,77.26941315,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Boys
1104026,Dayalpur-GGSSS,Hindi,28.71715797,77.26405095,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104027,"Yamuna Vihar, Block B, No.2-GGSSS",Hindi,28.69967111,77.27054992,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104028,Mustufabad-GGSS,Hindi,28.69954258,77.27588404,Morning,6,10,1104,Zone-04,11,North East-I,Government,Secondary Schools,Boys
1104029,Vijay Park-GGSSS,Hindi,28.6961607,77.27654287,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Boys
1104142,Karawal Nagar-GGSSS,Hindi,28.73374762,77.26551387,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Boys
1104143,Karawal Nagar-GBSSS,Hindi,28.73325412,77.26551034,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104149,"Yamuna Vihar, Block B-RPVV",Hindi,28.70163891,77.270103,General,6,12,1104,Zone-04,11,North East-I,Government,Partibha Vikas Vidhyalya,Co-ed
1104150,Bhajanpura-GBSSS (RDJK),Hindi,28.69845256,77.26049958,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104151,Vijay Park-GBSSS,Hindi,28.69669788,77.27593694,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104153,Khajoori Khas-GGSSS,Hindi,28.71088155,77.25748864,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Boys
1104159,Karwal Nagar-Alok Punj Sec. School,Hindi,28.72998857,77.27200703,Morning,6,10,1104,Zone-04,11,North East-I,Aided,Secondary Schools,Girls
1104160,New Usmanpur-Vijay Jyoti Middle School,Hindi,28.70563677,77.27474614,Morning,6,8,1104,Zone-04,11,North East-I,Aided,Middle Schools,Girls
1104261,Tukhmirpur-GBSSS,Hindi,28.7107077,77.26426236,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Boys
1104262,Tukhmirpur-GGSSS,Hindi,28.71051122,77.26396487,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Boys
1104335,Sonia Vihar-GGSSS,Hindi,28.7333916,77.24847891,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104336,Sonia Vihar-GBSSS,Hindi,28.73327709,77.24826337,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104400,"LONI ROAD,EAST GOKULPUR,GGSSS",Hindi,28.70394697,77.29064771,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104406,"Loni Road,East Gokul Pur,Govt. Boys Sr.Sec.School",Hindi,28.70371667,77.29081704,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Boys
1104417,SABHAPUR-GOVT. BOYS S.SEC. SCHOOL,Hindi,28.74785772,77.25718203,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Boys
1104418,Badarpur Khadar -SKV-1104418,Hindi,28.78243768,77.23094336,Morning,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1104419,"Tukhmirpur, No.2 - GGSSS",Hindi,28.710546,77.265479,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Boys
1104420,"Tukhmirpur, No.2- GBSSS",Hindi,28.709958,77.264317,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104486,"Village Karawal Nagar, Veer Savarkar Complex- GGSSS",Hindi,28.7266021,77.2729331,Morning,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Girls
1104487,"Village Karawal Nagar, Veer Savarkar Complex- GBSSS",Hindi,28.7266021,77.2729331,Evening,6,12,1104,Zone-04,11,North East-I,Government,Senior Secondary Schools,Co-ed
1104488,"SOSE, Block B, Yamuna Vihar",Hindi,28.70163891,77.270103,General,9,12,1104,Zone-04,11,North East-I,Government,School of Specialized Excellence(SOSE),Boys
1104489,Joharipur- GBMS,Hindi,28.71390692,77.28474504,Evening,6,8,1104,Zone-04,11,North East-I,Government,Middle Schools,
1104490,Sarvodaya Bal Vidhyalaya,Hindi,28.78243768,77.23094336,Evening,Nursery,12,1104,Zone-04,11,North East-I,Government,Sarvodaya Sr. Secondary Schools,Boys
1105001,"Shahadara, G.T. Road-SBV (Gandhi Memorial)",Hindi,28.67428534,77.28327199,Evening,Nursery,12,1105,Zone-05,23,North East-II,Government,Sarvodaya Sr. Secondary Schools,Boys
1105002,Gautam Puri-SBV,Hindi,28.68070891,77.26182978,Evening,Nursery,12,1105,Zone-05,23,North East-II,Government,Sarvodaya Sr. Secondary Schools,Girls
1105003,Brahmpuri-SBV,Hindi,28.6754503,77.26240863,Evening,Nursery,12,1105,Zone-05,23,North East-II,Government,Sarvodaya Sr. Secondary Schools,Boys
1105004,"New Seelampur, No.1-SBV",Hindi,28.67284817,77.26399411,Evening,Nursery,12,1105,Zone-05,23,North East-II,Government,Sarvodaya Sr. Secondary Schools,Boys
1105005,"Shahadara, Shivaji Park-GBSSS",Hindi,28.68284664,77.28811814,Evening,6,12,1105,Zone-05,23,North East-II,Government,Senior Secondary Schools,Co-ed
1105006,"Shahadara, G.T. Road-GBSSS",Hindi,28.67451226,77.28949386,Evening,6,12,1105,Zone-05,23,North East-II,Government,Senior Secondary Schools,Girls
1105007,Babarpur-GBSSS,Hindi,28.68494982,77.2808108,Evening,6,12,1105,Zone-05,23,North East-II,Government,Senior Secondary Schools,Boys
1105008,Jafrabad- SBV,Hindi,28.68337636,77.27383097,Evening,Nursery,12,1105,Zone-05,23,North East-II,Government,Sarvodaya Sr. Secondary Schools,Boys
1105009,"New Seelampur, No.2-GBSSS",Hindi,28.6729932,77.26463723,Evening,6,12,1105,Zone-05,23,North East-II,Government,Senior Secondary Schools,Boys
1105011,"Govt. Sarvodaya Bal Vidyalaya, Shastri Park- 1105011",Hindi,28.67626983,77.2584965,Evening,6,12,1105,Zone-05,23,North East-II,Government,Senior Secondary Schools,Boys
1105013,"Shahadara, G. T. Road-GBSecondarySchool",Hindi,28.67463471,77.2914839,Evening,6,10,1105,Zone-05,23,North East-II,Government,Secondary Schools,Co-ed
1105014,"New Seelampur, Marginal Band-GBSS",Hindi,28.67344127,77.26433362,Evening,6,10,1105,Zone-05,23,North East-II,Government,Secondary Schools,Boys
1105015,Welcome Colony-GBSS,Hindi,28.6730503,77.27147861,Evening,6,10,1105,Zone-05,23,North East-II,Government,Secondary Schools,Boys
1105017,Jafrabad Extn.-GBSSS,Hindi,28.68508999,77.28048112,General,6,12,1105,Zone-05,23,North East-II,Government,Senior Secondary Schools,Girls
1105018,"Jafrabad, Zeenat Mahal(Urdu Medium)-SKV",Hindi,28.68342232,77.27364691,Morning,Nursery,12,1105,Zone-05,23,North East-II,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1105019,Babarpur-SKV,Hindi,28.68468145,77.28081598,Morning,Nursery,12,1105,Zone-05,23,North East-II,Government,Sarvodaya Sr. Secondary Schools,Girls
1105020,"New Seelampur, No.1-SKV (C.R.Dass)",English,28.67336913,77.26460767,Morning,Nursery,12,1105,Zone-05,23,North East-II,Government,Sarvodaya Sr. Secondary Schools,Boys
1105021,Shastri Park-SKV,English,28.67602977,77.25844897,Morning,Nursery,12,1105,Zone-05,23,North East-II,Government,Sarvodaya Sr. Secondary Schools,Girls
1105022,"Shahadara, Shivaji Park-GGSSS",English,28.68285548,77.28820341,Morning,6,12,1105,Zone-05,23,North East-II,Government,Senior Secondary Schools,Co-ed
1105023,Gautam Puri-GGSSS,English,28.68058701,77.26233174,Morning,6,12,1105,Zone-05,23,North East-II,Government,Senior Secondary Schools,Girls
1105024,"Shahadara, G.T.Road-SKV",English,28.67418412,77.28354112,Morning,Nursery,12,1105,Zone-05,23,North East-II,Government,Sarvodaya Sr. Secondary Schools,Boys
1105025,"New Seelampur, No.2-GGSSS",English,28.67305601,77.26363079,Morning,6,12,1105,Zone-05,23,North East-II,Government,Senior Secondary Schools,Boys
1105026,Brahampuri-GGSSS,English,28.67545801,77.26230458,Morning,6,12,1105,Zone-05,23,North East-II,Government,Senior Secondary Schools,Girls
1105028,East Rohtash Nagar-G(Co-ed)MS,English,28.67914178,77.29088968,General,6,8,1105,Zone-05,23,North East-II,Government,Middle Schools,Co-ed
1105029,"Shahadara, G.T. Road-GGSS",English,28.6745815,77.2916195,Morning,6,10,1105,Zone-05,23,North East-II,Government,Secondary Schools,Boys
1105107,New Usmanpur(Gautam Puri)-GBSSS,English,28.68179521,77.26203334,Evening,6,12,1105,Zone-05,23,North East-II,Government,Senior Secondary Schools,Boys
1105108,Welcome Colony-GGSS,English,28.67299315,77.27139266,Morning,6,10,1105,Zone-05,23,North East-II,Government,Secondary Schools,Girls
