state_name,state_code,district_name,district_code,number_of_schools,number_of_teachers,students_surveyed,learning_outcome_code,performance,subject,grade,learning_outcome,latitude,longitude
Delhi,10,North West A,82,28,71,711,EVS509,52.10957662,Evs,Grade 5,"Records observations/experiences/information in an organized manner (e.g. in tables/ sketches/ bar graphs/ pie charts) and predicts patterns in activities/ phenomena (e.g. floating, sinking, mixing, evaporation , germination, spoilage) to establish relation between cause and effect.",28.7186,77.0685
Delhi,10,North West B,742,31,85,856,EVS509,58.4769411,Evs,Grade 5,"Records observations/experiences/information in an organized manner (e.g. in tables/ sketches/ bar graphs/ pie charts) and predicts patterns in activities/ phenomena (e.g. floating, sinking, mixing, evaporation , germination, spoilage) to establish relation between cause and effect.",28.7373,77.091
Delhi,10,South,743,30,75,698,M512,34.33763608,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.5436,77.2706
Delhi,10,South East,744,34,98,756,M512,28.37635623,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,M512,37.78847895,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,M512,37.54803272,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.5929,77.0346
Delhi,10,South West B,745,27,77,737,M512,32.56413881,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.6122,76.9865
Delhi,10,East,740,34,93,941,M512,32.88736342,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.6146,77.2959
Delhi,10,West B,746,28,89,746,M512,32.06717207,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.6196,77.0881
Delhi,10,West A,85,30,85,781,M512,36.32398992,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.6246,77.2987
Delhi,10,North,80,31,94,772,M512,29.20041918,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.6859,77.2148
Delhi,10,Central,77,30,82,689,M512,34.36481679,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.6859,77.2148
Delhi,10,North East,741,28,66,674,M512,32.26854768,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.7133,77.257
Delhi,10,North West A,82,28,71,711,M512,29.62502451,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.7186,77.0685
Delhi,10,North West B,742,31,85,856,M512,36.03823707,Math,Grade 5,"Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa",28.7373,77.091
Delhi,10,South,743,57,274,649,SCI1003,51.13186906,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.5436,77.2706
Delhi,10,South East,744,70,349,767,SCI1003,48.12844135,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,SCI1003,57.20011733,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.5669,77.1295
Delhi,10,South West A,84,72,349,791,SCI1003,55.2708223,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.5929,77.0346
Delhi,10,South West B,745,62,308,718,SCI1003,48.9784343,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.6122,76.9865
Delhi,10,East,740,67,329,794,SCI1003,54.38173561,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.6146,77.2959
Delhi,10,West B,746,66,322,721,SCI1003,48.11980806,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.6196,77.0881
Delhi,10,West A,85,67,329,757,SCI1003,44.21075925,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.6246,77.2987
Delhi,10,North,80,76,371,840,SCI1003,48.46240352,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.6859,77.2148
Delhi,10,Central,77,71,358,803,SCI1003,51.47299151,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.6859,77.2148
Delhi,10,North East,741,60,276,643,SCI1003,43.93574308,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.7133,77.257
Delhi,10,North West A,82,66,320,723,SCI1003,46.62897438,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.7186,77.0685
Delhi,10,North West B,742,66,323,760,SCI1003,50.98794746,Sci,Grade 10,Relates processes and phenomena with causes and effects,28.7373,77.091
Delhi,10,South,743,50,193,691,SCI705,46.36321375,Sci,Grade 8,Relates processes and phenomenon with causes,28.5436,77.2706
Delhi,10,South,743,50,193,691,SCI804,35.69118508,Sci,Grade 8,Relates processes and phenomenon with causes,28.5436,77.2706
Delhi,10,South East,744,62,247,785,SCI705,47.47841393,Sci,Grade 8,Relates processes and phenomenon with causes,28.563,77.2611
Delhi,10,South East,744,62,247,785,SCI804,34.63784214,Sci,Grade 8,Relates processes and phenomenon with causes,28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,SCI705,46.24685448,Sci,Grade 8,Relates processes and phenomenon with causes,28.5669,77.1295
Delhi,10,New Delhi,79,55,216,728,SCI804,40.20438959,Sci,Grade 8,Relates processes and phenomenon with causes,28.5669,77.1295
Delhi,10,South West A,84,67,253,859,SCI705,48.27360133,Sci,Grade 8,Relates processes and phenomenon with causes,28.5929,77.0346
Delhi,10,South West A,84,67,253,859,SCI804,40.53210078,Sci,Grade 8,Relates processes and phenomenon with causes,28.5929,77.0346
Delhi,10,South West B,745,51,204,720,SCI705,43.55304132,Sci,Grade 8,Relates processes and phenomenon with causes,28.6122,76.9865
Delhi,10,South West B,745,51,204,720,SCI804,33.55969254,Sci,Grade 8,Relates processes and phenomenon with causes,28.6122,76.9865
Delhi,10,East,740,62,239,860,SCI705,47.81006397,Sci,Grade 8,Relates processes and phenomenon with causes,28.6146,77.2959
Delhi,10,East,740,62,239,860,SCI804,32.1961672,Sci,Grade 8,Relates processes and phenomenon with causes,28.6146,77.2959
Delhi,10,West B,746,56,219,705,SCI705,50.2847326,Sci,Grade 8,Relates processes and phenomenon with causes,28.6196,77.0881
Delhi,10,West B,746,56,219,705,SCI804,35.67453469,Sci,Grade 8,Relates processes and phenomenon with causes,28.6196,77.0881
Delhi,10,West A,85,57,213,776,SCI705,43.37976232,Sci,Grade 8,Relates processes and phenomenon with causes,28.6246,77.2987
Delhi,10,West A,85,57,213,776,SCI804,32.72113817,Sci,Grade 8,Relates processes and phenomenon with causes,28.6246,77.2987
Delhi,10,North,80,62,248,804,SCI705,50.63990224,Sci,Grade 8,Relates processes and phenomenon with causes,28.6859,77.2148
Delhi,10,North,80,62,248,804,SCI804,32.4542584,Sci,Grade 8,Relates processes and phenomenon with causes,28.6859,77.2148
Delhi,10,Central,77,62,245,836,SCI705,46.39553936,Sci,Grade 8,Relates processes and phenomenon with causes,28.6859,77.2148
Delhi,10,Central,77,62,245,836,SCI804,33.44050757,Sci,Grade 8,Relates processes and phenomenon with causes,28.6859,77.2148
Delhi,10,North East,741,53,196,659,SCI705,40.76698615,Sci,Grade 8,Relates processes and phenomenon with causes,28.7133,77.257
Delhi,10,North East,741,53,196,659,SCI804,27.92587212,Sci,Grade 8,Relates processes and phenomenon with causes,28.7133,77.257
Delhi,10,North West A,82,57,219,746,SCI705,47.91283315,Sci,Grade 8,Relates processes and phenomenon with causes,28.7186,77.0685
Delhi,10,North West A,82,57,219,746,SCI804,29.3477591,Sci,Grade 8,Relates processes and phenomenon with causes,28.7186,77.0685
Delhi,10,North West B,742,57,219,750,SCI705,49.31309913,Sci,Grade 8,Relates processes and phenomenon with causes,28.7373,77.091
Delhi,10,North West B,742,57,219,750,SCI804,34.80654686,Sci,Grade 8,Relates processes and phenomenon with causes,28.7373,77.091
Delhi,10,South,743,30,75,698,M421,40.18290194,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.5436,77.2706
Delhi,10,South East,744,34,98,756,M421,33.66480417,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,M421,44.64752584,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,M421,45.37039421,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.5929,77.0346
Delhi,10,South West B,745,27,77,737,M421,41.61409818,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.6122,76.9865
Delhi,10,East,740,34,93,941,M421,40.96677491,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.6146,77.2959
Delhi,10,West B,746,28,89,746,M421,40.50317652,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.6196,77.0881
Delhi,10,West A,85,30,85,781,M421,41.55254055,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.6246,77.2987
Delhi,10,North,80,31,94,772,M421,39.69565732,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.6859,77.2148
Delhi,10,Central,77,30,82,689,M421,38.62101655,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.6859,77.2148
Delhi,10,North East,741,28,66,674,M421,30.22659358,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.7133,77.257
Delhi,10,North West A,82,28,71,711,M421,37.00027132,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.7186,77.0685
Delhi,10,North West B,742,31,85,856,M421,44.508344,Math,Grade 5,Represent the collected information in tables and bar graphs and draws inferences from these,28.7373,77.091
Delhi,10,South,743,57,274,649,SST1012,50.10273086,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.5436,77.2706
Delhi,10,South East,744,70,349,767,SST1012,44.79530242,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,SST1012,58.99496502,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.5669,77.1295
Delhi,10,South West A,84,72,349,791,SST1012,55.43988254,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.5929,77.0346
Delhi,10,South West B,745,62,308,718,SST1012,52.63833789,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.6122,76.9865
Delhi,10,East,740,67,329,794,SST1012,53.28682092,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.6146,77.2959
Delhi,10,West B,746,66,322,721,SST1012,51.30840375,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.6196,77.0881
Delhi,10,West A,85,67,329,757,SST1012,46.36729826,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.6246,77.2987
Delhi,10,North,80,76,371,840,SST1012,49.75086086,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.6859,77.2148
Delhi,10,Central,77,71,358,803,SST1012,53.02198867,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.6859,77.2148
Delhi,10,North East,741,60,276,643,SST1012,39.58892271,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.7133,77.257
Delhi,10,North West A,82,66,320,723,SST1012,45.85489257,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.7186,77.0685
Delhi,10,North West B,742,66,323,760,SST1012,50.507891,Sst,Grade 10,Shows sensitivity and appreciation skills.,28.7373,77.091
Delhi,10,South,743,50,193,691,M601,49.0852245,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.5436,77.2706
Delhi,10,South East,744,62,247,785,M601,49.87764885,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,M601,51.17613334,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.5669,77.1295
Delhi,10,South West A,84,67,253,859,M601,53.67897587,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.5929,77.0346
Delhi,10,South West B,745,51,204,720,M601,52.09994702,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.6122,76.9865
Delhi,10,East,740,62,239,860,M601,53.17674809,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.6146,77.2959
Delhi,10,West B,746,56,219,705,M601,45.2705628,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.6196,77.0881
Delhi,10,West A,85,57,213,776,M601,47.77174236,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.6246,77.2987
Delhi,10,North,80,62,248,804,M601,51.45406515,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.6859,77.2148
Delhi,10,Central,77,62,245,836,M601,48.64004323,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.6859,77.2148
Delhi,10,North East,741,53,196,659,M601,41.51448914,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.7133,77.257
Delhi,10,North West A,82,57,219,746,M601,48.35856345,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.7186,77.0685
Delhi,10,North West B,742,57,219,750,M601,50.61260114,Math,Grade 8,Solves problems involving large numbers by applying appropriate operations,28.7373,77.091
Delhi,10,South,743,50,193,691,M606,52.25999101,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.5436,77.2706
Delhi,10,South East,744,62,247,785,M606,51.16194668,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,M606,54.88495981,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.5669,77.1295
Delhi,10,South West A,84,67,253,859,M606,55.15091148,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.5929,77.0346
Delhi,10,South West B,745,51,204,720,M606,52.69389617,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.6122,76.9865
Delhi,10,East,740,62,239,860,M606,57.72610154,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.6146,77.2959
Delhi,10,West B,746,56,219,705,M606,49.30648244,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.6196,77.0881
Delhi,10,West A,85,57,213,776,M606,46.0010696,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.6246,77.2987
Delhi,10,North,80,62,248,804,M606,50.99444373,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.6859,77.2148
Delhi,10,Central,77,62,245,836,M606,48.34601261,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.6859,77.2148
Delhi,10,North East,741,53,196,659,M606,42.68819375,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.7133,77.257
Delhi,10,North West A,82,57,219,746,M606,50.0303438,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.7186,77.0685
Delhi,10,North West B,742,57,219,750,M606,56.21605998,Math,Grade 8,Solves problems on daily life situations involving addition and subtraction of fractions / decimals,28.7373,77.091
Delhi,10,South,743,50,193,691,M710,25.85742772,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.5436,77.2706
Delhi,10,South East,744,62,247,785,M710,27.52339724,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,M710,30.07154773,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.5669,77.1295
Delhi,10,South West A,84,67,253,859,M710,32.94826677,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.5929,77.0346
Delhi,10,South West B,745,51,204,720,M710,28.87390948,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.6122,76.9865
Delhi,10,East,740,62,239,860,M710,27.68968688,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.6146,77.2959
Delhi,10,West B,746,56,219,705,M710,25.0123398,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.6196,77.0881
Delhi,10,West A,85,57,213,776,M710,22.08987801,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.6246,77.2987
Delhi,10,North,80,62,248,804,M710,25.53243124,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.6859,77.2148
Delhi,10,Central,77,62,245,836,M710,23.12169253,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.6859,77.2148
Delhi,10,North East,741,53,196,659,M710,23.02518139,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.7133,77.257
Delhi,10,North West A,82,57,219,746,M710,22.90705606,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.7186,77.0685
Delhi,10,North West B,742,57,219,750,M710,32.77936648,Math,Grade 8,Solves problems related to conversion of percentage to fraction and decimal and vice versa,28.7373,77.091
Delhi,10,South,743,50,193,691,M705,18.02278943,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.5436,77.2706
Delhi,10,South East,744,62,247,785,M705,21.11311846,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,M705,22.09794105,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.5669,77.1295
Delhi,10,South West A,84,67,253,859,M705,24.27988012,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.5929,77.0346
Delhi,10,South West B,745,51,204,720,M705,19.37237045,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.6122,76.9865
Delhi,10,East,740,62,239,860,M705,20.94554701,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.6146,77.2959
Delhi,10,West B,746,56,219,705,M705,18.91342765,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.6196,77.0881
Delhi,10,West A,85,57,213,776,M705,19.02240138,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.6246,77.2987
Delhi,10,North,80,62,248,804,M705,17.7887763,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.6859,77.2148
Delhi,10,Central,77,62,245,836,M705,18.93475004,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.6859,77.2148
Delhi,10,North East,741,53,196,659,M705,17.11718277,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.7133,77.257
Delhi,10,North West A,82,57,219,746,M705,17.37209519,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.7186,77.0685
Delhi,10,North West B,742,57,219,750,M705,25.31389915,Math,Grade 8,Solves problems related to daily life situations involving rational numbers,28.7373,77.091
Delhi,10,South,743,30,80,721,M303,46.71,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.5436,77.2706
Delhi,10,South East,744,34,98,780,M303,40.27,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.563,77.2611
Delhi,10,New Delhi,79,33,96,841,M303,40.37,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.5669,77.1295
Delhi,10,South West A,84,40,108,996,M303,44.9,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.5929,77.0346
Delhi,10,South West B,745,30,83,817,M303,38.47,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.6122,76.9865
Delhi,10,East,740,36,98,900,M303,45.71,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.6146,77.2959
Delhi,10,West B,746,28,84,733,M303,43.92,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.6196,77.0881
Delhi,10,West A,85,31,86,740,M303,42.95,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.6246,77.2987
Delhi,10,North,80,32,89,747,M303,46.24,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.6859,77.2148
Delhi,10,Central,77,31,76,637,M303,36.46,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.6859,77.2148
Delhi,10,North East,741,28,65,623,M303,34.61,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.7133,77.257
Delhi,10,North West A,82,29,75,654,M303,37.83,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.7186,77.0685
Delhi,10,North West B,742,29,82,809,M303,36.44,Math,Grade 3,Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping,28.7373,77.091
Delhi,10,South,743,30,75,698,EVS513,38.25589834,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.5436,77.2706
Delhi,10,South East,744,34,98,756,EVS513,34.63658973,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,EVS513,42.44591465,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,EVS513,40.20047069,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.5929,77.0346
Delhi,10,South West B,745,27,77,737,EVS513,34.89121631,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.6122,76.9865
Delhi,10,East,740,34,93,941,EVS513,31.58235339,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.6146,77.2959
Delhi,10,West B,746,28,89,746,EVS513,35.69661051,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.6196,77.0881
Delhi,10,West A,85,30,85,781,EVS513,35.80711886,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.6246,77.2987
Delhi,10,North,80,31,94,772,EVS513,33.00609267,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.6859,77.2148
Delhi,10,Central,77,30,82,689,EVS513,36.02654947,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.6859,77.2148
Delhi,10,North East,741,28,66,674,EVS513,30.90979465,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.7133,77.257
Delhi,10,North West A,82,28,71,711,EVS513,32.20241706,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.7186,77.0685
Delhi,10,North West B,742,31,85,856,EVS513,36.86716777,Evs,Grade 5,"Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources",28.7373,77.091
Delhi,10,South,743,50,193,691,SST734,46.53841874,Sst,Grade 8,Traces how goods travel through various market places,28.5436,77.2706
Delhi,10,South East,744,62,247,785,SST734,39.13247187,Sst,Grade 8,Traces how goods travel through various market places,28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,SST734,42.88657454,Sst,Grade 8,Traces how goods travel through various market places,28.5669,77.1295
Delhi,10,South West A,84,67,253,859,SST734,39.86897376,Sst,Grade 8,Traces how goods travel through various market places,28.5929,77.0346
Delhi,10,South West B,745,51,204,720,SST734,41.57107986,Sst,Grade 8,Traces how goods travel through various market places,28.6122,76.9865
Delhi,10,East,740,62,239,860,SST734,42.54162642,Sst,Grade 8,Traces how goods travel through various market places,28.6146,77.2959
Delhi,10,West B,746,56,219,705,SST734,42.82165016,Sst,Grade 8,Traces how goods travel through various market places,28.6196,77.0881
Delhi,10,West A,85,57,213,776,SST734,41.06019643,Sst,Grade 8,Traces how goods travel through various market places,28.6246,77.2987
Delhi,10,North,80,62,248,804,SST734,40.98366698,Sst,Grade 8,Traces how goods travel through various market places,28.6859,77.2148
Delhi,10,Central,77,62,245,836,SST734,45.4451191,Sst,Grade 8,Traces how goods travel through various market places,28.6859,77.2148
Delhi,10,North East,741,53,196,659,SST734,33.10455644,Sst,Grade 8,Traces how goods travel through various market places,28.7133,77.257
Delhi,10,North West A,82,57,219,746,SST734,41.51900822,Sst,Grade 8,Traces how goods travel through various market places,28.7186,77.0685
Delhi,10,North West B,742,57,219,750,SST734,43.68799545,Sst,Grade 8,Traces how goods travel through various market places,28.7373,77.091
Delhi,10,South,743,30,75,698,EVS507,51.89405331,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.5436,77.2706
Delhi,10,South East,744,34,98,756,EVS507,39.81338662,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,EVS507,47.11278311,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,EVS507,43.8462449,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.5929,77.0346
Delhi,10,South West B,745,27,77,737,EVS507,46.85496698,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.6122,76.9865
Delhi,10,East,740,34,93,941,EVS507,46.95679742,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.6146,77.2959
Delhi,10,West B,746,28,89,746,EVS507,44.8330996,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.6196,77.0881
Delhi,10,West A,85,30,85,781,EVS507,39.94972793,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.6246,77.2987
Delhi,10,North,80,31,94,772,EVS507,48.26720359,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.6859,77.2148
Delhi,10,Central,77,30,82,689,EVS507,40.1399122,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.6859,77.2148
Delhi,10,North East,741,28,66,674,EVS507,35.3121701,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.7133,77.257
Delhi,10,North West A,82,28,71,711,EVS507,40.75830048,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.7186,77.0685
Delhi,10,North West B,742,31,85,856,EVS507,44.16593926,Evs,Grade 5,"Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders",28.7373,77.091
Delhi,10,South,743,50,193,691,M706,22.22670279,Math,Grade 8,Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers,28.5436,77.2706
Delhi,10,South East,744,62,247,785,M706,20.99184338,Math,Grade 8,Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers,28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,M706,25.67637797,Math,Grade 8,Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers,28.5669,77.1295
Delhi,10,South West A,84,67,253,859,M706,23.55703115,Math,Grade 8,Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers,28.5929,77.0346
