state_name,state_code,board,subject,content_name,mime_type,total_no_of_plays(App and Portal),total_play_time(App and Portal),grade,medium,category
Delhi,10,State (Delhi),Education,1.5 Concept of Strict Teacher,Video,10645,0.61,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.13 Facilitative Style Teacher Leadership,Video,10498,1.09,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.11 Autocratic Style Teacher Leadership,Video,10459,0.49,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.14 Types of Teachers,Document,10361,1.36,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.9 Teacher as a Leader,Video,10346,1.15,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.2 Learning Outcomes of the Module,Video,10301,0.81,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.7 Why is Teacher Called a Leader?,Video,10276,0.63,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.3 Case Study of a School Teacher on Leadership,Video,10263,1.38,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.12 Transformational Style Teacher Leadership,Video,10227,0.52,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.4 Inspiring Teachers to be a Leader,Video,10119,1.46,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.7.1 Introduction to Self Awareness,Video,10096,2.44,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.10 Styles of Teacher Leadership,Video,10048,0.73,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.5 Case Study Quiz,Document,10040,0.94,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.11.1 Practice Question,Document,9978,0.27,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.6.1 Story of an Innocent Student and her Teacher,Video,9968,1.09,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.12.1 Practice Question,Document,9945,0.24,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.9 Peer Observation Sample,Document,9931,0.55,CPD,English,ETB
Delhi,10,State (Delhi),Education,"3.2 3 W's (What, Why and Who) of Teacher Leadership",Video,9830,1.62,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.6 Importance of Self Confidence and Trust,Video,9813,0.31,CPD,English,ETB
Delhi,10,State (Delhi),Education,3.3 Communication as a Skill to be a Teacher Leader,Video,9773,1.32,CPD,English,ETB
Delhi,10,State (Delhi),Education,3.7 Garner Support from Stake Holders to be a Teacher Leader,Video,9754,1.98,CPD,English,ETB
Delhi,10,State (Delhi),Education,3.8 Using Technology and Social Media to be a Teacher Leader,Video,9752,2.19,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.15 Self-Evaluation Reflection Sheets,Document,9716,0.89,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.8.1 Self-Awareness Techniques through Self-Reflection,Video,9701,1.93,CPD,English,ETB
Delhi,10,State (Delhi),Education,3.5 Team Work as a Skill to be a Teacher Leader,Video,9651,1.54,CPD,English,ETB
Delhi,10,State (Delhi),Education,3.4 Collaboration as a Skill to be a Teacher Leader,Video,9644,1.41,CPD,English,ETB
Delhi,10,State (Delhi),Education,Post Test (Educational Leadership),Interactive Content,9626,2.8,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.16 Intro: Teaching Portfolio,Video,9621,0.5,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.11.1 Areas of a Teacher as a Leader,Video,9580,0.79,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.16.1 Teaching Portfolio,Video,9543,1.66,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.5.1 Case Study Quiz Answers,Document,9495,0.44,CPD,English,ETB
Delhi,10,State (Delhi),Education,3.6 Knowledge of Content and Pedagogies to be a Teacher Leader,Video,9489,1.33,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.12.1 KYS: Know Your Students and Your School,Video,9460,1.05,CPD,English,ETB
Delhi,10,State (Delhi),Education,2:13 SWOC Analysis,Video,9452,1.1,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.7 Importance of Self Awareness,Video,9422,0.35,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.19.1 Reflection on the Case Study of Mr. Banerjee,Video,9422,1.21,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.11 Intro: Areas of a Teacher as a Leader,Video,9387,0.29,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.12 Intro: KYC: Know Your Students and Your School,Video,9295,0.46,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.19 Importance of Self Reflection,Video,9260,0.27,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.20.1 Mixed Bag Quiz Answers,Document,9235,0.71,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.17 Teaching Portfolio Sample,Document,9191,0.61,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.8 Intro: Techniques for Self-Analysis,Video,9186,0.33,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.10 Self-Awareness Quiz,Document,9128,0.56,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.10.1 Self-Awareness Quiz Answers,Document,9014,0.37,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.18.1 Portfolio Quiz Answers,Document,9004,0.38,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.14 SWOC Quiz,Document,8962,0.6,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.20 Mixed Bag Quiz,Document,8928,0.72,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.14.1 Answers to SWOC Quiz,Document,8860,0.38,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.18 Portfolio Quiz,Document,8816,0.44,CPD,English,ETB
Delhi,10,State (Delhi),Education,Activity 1.1: Share Your Reflections,Document,8357,0.37,CPD,English,ETB
Delhi,10,State (Delhi),Education,Activity 1.2: Share Your Thoughts,Document,7724,0.28,CPD,English,ETB
Delhi,10,State (Delhi),Education,Activity 5.1,Document,5299,0.31,CPD,English,ETB
Delhi,10,State (Delhi),Education,11.1 ENG,Document,5169,0.26,CPD,English,ETB
Delhi,10,State (Delhi),Education,Activity 5.2,Document,4994,0.26,CPD,English,ETB
Delhi,10,State (Delhi),Education,Activity 6.1,Document,4953,0.29,CPD,English,ETB
Delhi,10,State (Delhi),Education,Activity 6.2,Document,4871,0.26,CPD,English,ETB
Delhi,10,State (Delhi),Education,Survey _ Happiness Curriculum Training,Interactive Content,538,2.33,CPD,English,ETB
Delhi,10,State (Delhi),Education,Pre-Test Career Guidance and Counselling,Interactive Content,139,1.08,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.2 Dignity of Labour,Document,18,0.54,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.8 Teacher's Support and Encouragement,Document,16,0.23,CPD,English,ETB
Delhi,10,State (Delhi),Education,post assessment career guidance and counselling,Interactive Content,15,2.08,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.7 Guidance and Counselling,Document,12,0.41,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.3 Goal Setting,Document,10,0.23,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.4 How and When Teachers Provide Career Guidance and Counselling?,Document,5,0.81,CPD,English,ETB
Delhi,10,State (Delhi),Education,3.3 Psychometric and Aptitude Assessments for Self-Awareness,Document,5,0.27,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.1.3 Video: Success Story of Ms. Sudha Murty,Video,4,0.43,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.7 Guidance and Counselling,Document,4,0.26,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.3: Video: Why should teachers do career counselling and guidance?,Video,3,0.67,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.1.2 Video: Success Story of Mr. PC Mustafa,Video,3,0.41,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.1: Video: Hum honge Kamyab,Video,3,0.34,CPD,English,ETB
Delhi,10,State (Delhi),Education,Introduction: Career Counselling and Guidance,Document,3,0.61,CPD,English,ETB
Delhi,10,State (Delhi),Education,Acknowledgement: Career Counselling and Guidance,Document,3,0.34,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.6 SWOT Analysis,Document,3,0.13,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.1.1 Video: Success Story of Mr. Anshu Gupta,Video,2,0.21,CPD,English,ETB
Delhi,10,State (Delhi),Education,6.1 Aao Charcha Karein,Video,2,0.25,CPD,English,ETB
Delhi,10,State (Delhi),Education,3.2 RIASEC: Self-Awareness Questions,Document,2,0.41,CPD,English,ETB
Delhi,10,State (Delhi),Education,3.4 SWOT Analysis,Document,2,0.16,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.3 Goal Setting,Document,2,0.19,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.4 Career Choices,Document,2,0.25,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.5 Activity,Document,2,0.17,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.6 SWOT Analysis,Document,2,0.16,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.1 Intro: Karo Jeet ki Tayari,Video,1,0.34,CPD,English,ETB
Delhi,10,State (Delhi),Education,5.1 Apni Rah Chuno,Video,1,0.29,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.3: Video: Why should teachers do career counselling and guidance?,Video,1,0.69,CPD,English,ETB
Delhi,10,State (Delhi),Education,1. Intro: Sochna Shuru Karo,Document,1,0.43,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.2 Sochna Shuru Karo,Document,1,0.28,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.1 Khul Ke Socho,Document,1,0.32,CPD,English,ETB
Delhi,10,State (Delhi),Education,3.1 Intro: Khud Ko Pehchano,Document,1,0.32,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.2 Dignity of Labour,Document,1,0.3,CPD,English,ETB
Delhi,10,State (Delhi),Education,4.8 Teacher's Support and Encouragement,Document,1,0.4,CPD,English,ETB
Delhi,10,State (Delhi),Education,2.2 Career Oppurtunities,Document,1,0.28,CPD,English,ETB
Delhi,10,State (Delhi),Education,1.3: Video: Why should teachers do career counselling and guidance?,Video,0,0,CPD,English,ETB
Delhi,10,State (Delhi),English,ENGLISH WORKBOOK CLASS 1,Document,142,3.98,Class 1,English,ETB
Delhi,10,State (Delhi),General Awareness,"BB - ""Tap and Draw"" student venture within the Business Blasters Pilot of Delhi Govt.",YouTube Content,14,5.12,Class 1,English,ETB
Delhi,10,State (Delhi),Mathematics,MATHS WORKBOOK CLASS 1,Document,148,2.57,Class 1,English,ETB
Delhi,10,State (Delhi),"['English', 'General Awareness']",My Big Book of ALPHABETS,Document,31,1.46,Class 1,English,ETB
Delhi,10,State (Delhi),Economics,DoE Worksheets,Document,124,0.58,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,"4 Sept 2021 Class 10 English , Social Science DoE Worksheets",Document,30,0.25,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,"4 Sept 2021 Class 10 English , Social Science DoE Worksheets",Document,21,0.74,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,28 November 2020 Class 10 Social Science English DoE Worksheets,Document,13,0.55,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,Consumer Rights,Document,9,0.7,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,Globalisation and the Indian Economy,Document,4,0.15,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,Sectors of Economy,Document,4,0.6,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,Globalisation and the Indian Economy,Document,4,0.12,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,Money and Credit,Document,3,0.44,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,Consumer Rights,Document,1,0.19,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,Development,Document,1,0.28,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,Money and Credit,Document,1,3.99,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,"à¤…à¤§à¥à¤¯à¤¾à¤¯ 2: à¤†à¤°à¥à¤¥à¤µà¥à¤¯à¤µà¤¸à¥à¤¥à¤¾ à¤•à¥‡ à¤•à¥à¤·à¥‡à¤¤à¥à¤°à¤•",Document,1,0.12,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,Development,Document,0,0,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,Sectors of Economy,Document,0,0,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,"à¤…à¤§à¥à¤¯à¤¾à¤¯ 1: à¤µà¤¿à¤•à¤¾à¤¸",Document,0,0,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,"à¤…à¤§à¥à¤¯à¤¾à¤¯ 3: à¤®à¥à¤¦à¥à¤°à¤¾ à¤”à¤° à¤¸à¤¾à¤–",Document,0,0,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,"à¤…à¤§à¥à¤¯à¤¾à¤¯ 5: à¤‰à¤ªà¤­à¥‹à¤•à¥à¤¤à¤¾ à¤…à¤§à¤¿à¤•à¤¾à¤°",Document,0,0,Class 10,English,ETB
Delhi,10,State (Delhi),Economics,"à¤…à¤§à¥à¤¯à¤¾à¤¯ 4: à¤µà¥ˆà¤¶à¥à¤µà¥€à¤•à¤°à¤£ à¤”à¤° à¤­à¤¾à¤°à¤¤à¥€à¤¯ à¤…à¤°à¥à¤¥à¤µà¥à¤¯à¤µà¤¸à¥à¤¥à¤¾",Document,0,0,Class 10,English,ETB
Delhi,10,State (Delhi),English,"05 July 2021 Class 10  Science, Hindi, Maths  DoE Worksheet",Document,1648,0.63,Class 10,English,ETB
Delhi,10,State (Delhi),English,"08 July 2021 Class 10 English , Social Science DoE Worksheet",Document,411,0.55,Class 10,English,ETB
Delhi,10,State (Delhi),English,"06 July 2021 Class 10 English, Social science  DoE Worksheet",Document,212,0.57,Class 10,English,ETB
Delhi,10,State (Delhi),English,DoE Worksheets,Document,166,0.67,Class 10,English,ETB
Delhi,10,State (Delhi),English,DoE Worksheets,Document,160,0.62,Class 10,English,ETB
Delhi,10,State (Delhi),English,"06 July 2021 Class 10 English, Social science  DoE Worksheet",Document,99,0.38,Class 10,English,ETB
Delhi,10,State (Delhi),English,"3 Sept 2021 Class 10 English Assessment Worksheet",Document,90,0.57,Class 10,English,ETB
Delhi,10,State (Delhi),English,"02 Feb 2021 Class 10 English , Social science DoE Worksheet",Document,73,0.25,Class 10,English,ETB
Delhi,10,State (Delhi),English,"10 Dec 2020 Class 10 Social sience, English DoE Worksheet",Document,51,0.43,Class 10,English,ETB
Delhi,10,State (Delhi),English,28 October 2020 Class 5 English DoE worksheet,Document,41,1.49,Class 10,English,ETB
Delhi,10,State (Delhi),English,24 July 2021 Class 10 Social science English  DoE Worksheet,Document,38,0.27,Class 10,English,ETB
Delhi,10,State (Delhi),English,"7 Sept 2021 Class 10 Social Science , English DoE Worksheet",Document,30,0.29,Class 10,English,ETB
Delhi,10,State (Delhi),English,"15 July 2021 Class 10 English, Social Science DoE Worsheet",Document,29,0.39,Class 10,English,ETB
Delhi,10,State (Delhi),English,5 August 2021 Class 10 English Assessment Worksheet,Document,25,0.26,Class 10,English,ETB
Delhi,10,State (Delhi),English,"13 July 2021 Class 10 English, Social Science DoE Worksheet",Document,24,0.4,Class 10,English,ETB
Delhi,10,State (Delhi),English,"04 February 2021, Class X, Social Science and English DoE Worksheets 80 Eng Medium",Document,22,0.27,Class 10,English,ETB
Delhi,10,State (Delhi),English,"17 October 2020 Class 10 English, Social Science DoE  worksheet",Document,18,0.54,Class 10,English,ETB
Delhi,10,State (Delhi),English,03 Nov 2021 Class 10 English  Assessment DOE Worksheet,Document,18,0.24,Class 10,English,ETB
Delhi,10,State (Delhi),English,"5 Dec 2020 Class 10 English, Social science DoE Worksheet",Document,16,0.32,Class 10,English,ETB
Delhi,10,State (Delhi),English,"14 July 2021 Class 10 Maths , Science, Hindi 2021 DoE Worksheet",Document,16,0.39,Class 10,English,ETB
Delhi,10,State (Delhi),English,"10 Aug 2021 Class 10 English, Hindi  DoE Worksheets",Document,16,0.32,Class 10,English,ETB
Delhi,10,State (Delhi),English,"13 October 2020 Class 10 English , Social Science  DoE worksheet",Document,15,3.41,Class 10,English,ETB
Delhi,10,State (Delhi),English,31 July 2021 Class 10 English Social Science DoE worksheets,Document,15,0.23,Class 10,English,ETB
Delhi,10,State (Delhi),English,"13 October Class 10 English , Social Science DoE Worksheet",Document,14,0.47,Class 10,English,ETB
Delhi,10,State (Delhi),English,31 July 2021 Class 10 English Social Science DoE worksheets,Document,14,0.16,Class 10,English,ETB
Delhi,10,State (Delhi),English,"13 July 2021 Class 10 English, Social Science DoE Worksheet",Document,13,1.58,Class 10,English,ETB
Delhi,10,State (Delhi),English,"9 Sept 2021 Class 10 English, social Science  DoE Worksheet",Document,13,0.31,Class 10,English,ETB
Delhi,10,State (Delhi),English,"09 February 2021, Class 10, English, Social Science DoE Worksheet 82  English M",Document,13,0.13,Class 10,English,ETB
Delhi,10,State (Delhi),English,"7 November 2020 Class 10 Social Science, English, DoE Worksheet",Document,12,0.33,Class 10,English,ETB
Delhi,10,State (Delhi),English,"06 February 2021, Class 10, English, Social Study DoE Worksheet no 81 English M",Document,11,0.28,Class 10,English,ETB
Delhi,10,State (Delhi),English,"17 November 2020 Class 10 English , Maths DoE Worksheet",Document,10,0.43,Class 10,English,ETB
Delhi,10,State (Delhi),English,"20 October 2020 Class 10 Social Science, English DoE Worksheet",Document,9,0.57,Class 10,English,ETB
Delhi,10,State (Delhi),English,"1 Dec 2020 Class 10  English , Social Science DoE Worksheet",Document,9,0.5,Class 10,English,ETB
Delhi,10,State (Delhi),English,"20 July 2021 Class 10 Social science , English DoE Worksheet",Document,8,0.2,Class 10,English,ETB
Delhi,10,State (Delhi),English,"21 Aug 2021 Class 10 Social science, Hindi  DoE Worksheet",Document,8,0.35,Class 10,English,ETB
Delhi,10,State (Delhi),English,"02 November 2021 Class 10 Social science, English DoE Worksheets",Document,8,0.18,Class 10,English,ETB
Delhi,10,State (Delhi),English,"24 October 2020 Class 10 Social science ,English DoE Worksheets",Document,7,1.98,Class 10,English,ETB
Delhi,10,State (Delhi),English,"21  November 2020 Class 10  English , Social science DoE Worksheet",Document,7,0.47,Class 10,English,ETB
Delhi,10,State (Delhi),English,"27 July 2021 Class 10 English, Social Science DoE worksheet",Document,7,0.22,Class 10,English,ETB
Delhi,10,State (Delhi),English,5 August 2021 Class 10 English Social science DoE Worksheet,Document,6,0.24,Class 10,English,ETB
Delhi,10,State (Delhi),English,"22 October 2020 Class 10  Social Science ,English DoE Worksheets",Document,5,0.33,Class 10,English,ETB
Delhi,10,State (Delhi),English,"23 October 2020 Class 10  Maths, Science, Hindi  DoE Worksheet",Document,5,0.99,Class 10,English,ETB
Delhi,10,State (Delhi),English,"19 November 2020 Class 10  English, Social science DoE Worksheet",Document,5,0.26,Class 10,English,ETB
Delhi,10,State (Delhi),English,"8 Dec 2020 Class 10 Social Science , English DoE Worksheet",Document,5,0.17,Class 10,English,ETB
Delhi,10,State (Delhi),English,"15 Dec 2020  Class 10  English, Social Science DoE Worksheet",Document,5,0.21,Class 10,English,ETB
Delhi,10,State (Delhi),English,"17 Aug 2021 Class 10 Social science, English DoE Worksheets",Document,5,0.38,Class 10,English,ETB
Delhi,10,State (Delhi),English,"16 September 2021 Class 10 English ,Social Science DoE worksheets",Document,5,0.19,Class 10,English,ETB
Delhi,10,State (Delhi),English,11 Oct 2021 Class 10 English Assessment DOE Worksheet,Document,5,0.27,Class 10,English,ETB
Delhi,10,State (Delhi),English,"3 November 2020 Class 10 English, Social Science ,DoE Worksheet",Document,4,0.4,Class 10,English,ETB
Delhi,10,State (Delhi),English,"3 Dec 2020 Class 10 English, Social Science DoE Worksheet",Document,4,0.36,Class 10,English,ETB
Delhi,10,State (Delhi),English,"17 Dec 2020 Class 10 English, Social Science DoE Worksheet",Document,4,0.47,Class 10,English,ETB
Delhi,10,State (Delhi),English,"29 Dec 2020 Class 10 English, Social science DoE Worksheet",Document,4,0.26,Class 10,English,ETB
Delhi,10,State (Delhi),English,"6 Feb 2021 Class 10 English, Science DoE Worksheets",Document,4,0.1,Class 10,English,ETB
Delhi,10,State (Delhi),English,"05 Oct 2021 Class 10 English ,Social Science  DoE Worksheets",Document,4,0.23,Class 10,English,ETB
Delhi,10,State (Delhi),English,"5 November 2020 Class 10 English, Social Science DoE Worksheet",Document,3,0.43,Class 10,English,ETB
Delhi,10,State (Delhi),English,"3 Dec 2020 Class 10 English, Social Science DoE Worksheet",Document,3,0.39,Class 10,English,ETB
Delhi,10,State (Delhi),English,"8 Dec 2020 Class 10 Social Science , English DoE Worksheet",Document,3,0.23,Class 10,English,ETB
Delhi,10,State (Delhi),English,"16 Dec 2020 Class 10 English, Social Science DoE Worksheet",Document,3,0.76,Class 10,English,ETB
Delhi,10,State (Delhi),English,"24 Dec 2020 Class 10  English, Social science  DoE Worksheet",Document,3,0.39,Class 10,English,ETB
Delhi,10,State (Delhi),English,"22 January 2021 Class 10 Science, Hindi, Maths DoE Worksheet",Document,3,0.22,Class 10,English,ETB
Delhi,10,State (Delhi),English,"30 January 2021 Class 10 English, Social science DoE worksheet",Document,3,0.53,Class 10,English,ETB
Delhi,10,State (Delhi),English,"19 Feb 2021 Class 10  English, Social Science DoE worksheet",Document,3,0.25,Class 10,English,ETB
Delhi,10,State (Delhi),English,"20 Feb 2021 Class 10 English, Social science DoE worksheet",Document,3,0.16,Class 10,English,ETB
Delhi,10,State (Delhi),English,3 August 2021 Class 10 English Social Science DoE Worksheet,Document,3,0.14,Class 10,English,ETB
